url,role,decision,target,indexable,words,images,title,signal,rationale
/custom-promotional-caps/custom-bucket-hats/,commercial-or-guide,keep-monitor,,true,836,11,Custom Bucket Hats with Logo | MOQ 50 | FY PromoGifts,,"Validate unique search intent, visual proof and one primary conversion path before retaining as indexable."
/custom-promotional-caps/custom-dad-hats/,commercial-or-guide,keep-monitor,,true,793,9,Custom Dad Hats with Logo | Washed & Relaxed Caps | FY PromoGifts,,"Validate unique search intent, visual proof and one primary conversion path before retaining as indexable."
/custom-promotional-caps/custom-performance-caps/,commercial-or-guide,keep-monitor,,true,769,9,Custom Performance Caps | Quick-Dry Team Hats | FY PromoGifts,,"Validate unique search intent, visual proof and one primary conversion path before retaining as indexable."
/custom-promotional-caps/custom-trucker-hats/,commercial-or-guide,keep-monitor,,true,829,11,Custom Trucker Hats with Logo | MOQ 50 | FY PromoGifts,,"Validate unique search intent, visual proof and one primary conversion path before retaining as indexable."
/custom-promotional-caps/custom-visors/,commercial-or-guide,keep-monitor,,true,730,7,Custom Visors with Logo | Sports & Event Visors | FY PromoGifts,,"Validate unique search intent, visual proof and one primary conversion path before retaining as indexable."
/custom-promotional-caps/styles/,commercial-or-guide,keep-monitor,,true,1460,48,48 Custom Cap & Hat Styles | FY Custom Headwear,,"Validate unique search intent, visual proof and one primary conversion path before retaining as indexable."
/custom-promotional-caps/styles/five-panel-promotional-cap/,commercial-or-guide,review-priority,,true,325,1,Five-Panel Promotional Cap | Custom Logo GF072 | FY PromoGifts,,"Validate unique search intent, visual proof and one primary conversion path before retaining as indexable."
/custom-promotional-caps/styles/laser-perforated-quick-dry-cap/,commercial-or-guide,review-priority,,true,319,1,Laser-Perforated Quick-Dry Cap | Custom Logo GF079 | FY PromoGifts,,"Validate unique search intent, visual proof and one primary conversion path before retaining as indexable."
/custom-promotional-caps/styles/quick-dry-hiking-bucket-hat/,commercial-or-guide,review-priority,,true,324,1,Quick-Dry Hiking Bucket Hat | Custom Logo GF088 | FY PromoGifts,,"Validate unique search intent, visual proof and one primary conversion path before retaining as indexable."
/custom-promotional-caps/styles/soft-top-dad-cap/,commercial-or-guide,review-priority,,true,321,1,Soft-Top Dad Cap | Custom Logo GF071 | FY PromoGifts,,"Validate unique search intent, visual proof and one primary conversion path before retaining as indexable."
/employee-onboarding-kits/,scenario-conversion,keep-upgrade,,true,1394,21,Employee Onboarding Kits & Fulfillment | FY PromoGifts,,Primary employee onboarding transaction page; absorb useful content from nested duplicate.
/employee-welcome-kit-office-gift-set/,commercial-or-guide,keep-monitor,,true,1251,1,Employee Welcome Kit with Notebook & Tech | FY PromoGifts,,"Validate unique search intent, visual proof and one primary conversion path before retaining as indexable."
/kit-studio/,conversion-tool,upgrade-static-copy,,true,284,3,Kit Studio | Build Branded Gift Kits | FY PromoGifts,10 impressions at average position 15.7; upgrade static value before any index decision.,Useful configuration tool with search visibility but too little crawlable explanatory content.
/low-moq-promotional-products/,commercial-or-guide,review-priority,,true,316,1,Low MOQ Promotional Products | Custom Gifts from 30 pcs | FY PromoGifts,,"Validate unique search intent, visual proof and one primary conversion path before retaining as indexable."
/promotional-drinkware-for-corporate-gifts/,single-product-guide,keep-support,,true,1421,5,Promotional Drinkware for Corporate Gifts | Buyer Guide,,Buyer guide supporting commercial drinkware category and product pages.
/promotional-gifts-buyer-questions/,commercial-or-guide,review-priority,,true,2351,0,Promotional Gift Ideas & Buyer Questions | FY PromoGifts,,"Validate unique search intent, visual proof and one primary conversion path before retaining as indexable."
/promotional-products-supplier-for-marketing-agencies/,commercial-or-guide,review-priority,,true,469,1,Promotional Products Supplier for Marketing Agencies,,"Validate unique search intent, visual proof and one primary conversion path before retaining as indexable."
/promotional-products/,commercial-or-guide,keep-monitor,,true,549,10,Custom Promotional Products for Agencies | FY PromoGifts,,"Validate unique search intent, visual proof and one primary conversion path before retaining as indexable."
/promotional-products/bags/,commercial-or-guide,keep-monitor,,true,528,10,Custom Promotional Bags | FY PromoGifts,,"Validate unique search intent, visual proof and one primary conversion path before retaining as indexable."
/promotional-products/bags/custom-canvas-tote-bags/,commercial-or-guide,keep-monitor,,true,536,10,Custom Canvas Tote Bags | FY PromoGifts,,"Validate unique search intent, visual proof and one primary conversion path before retaining as indexable."
/promotional-products/drinkware/,single-product-category,keep-distinct,,true,532,10,Custom Promotional Drinkware | FY PromoGifts,,Retain as the broad drinkware acquisition page because mugs are only one subset; route to mugs and tumbler categories instead of redirecting broad intent to a narrower page.
/promotional-products/drinkware/custom-stainless-steel-tumblers/,commercial-or-guide,keep-monitor,,true,530,10,Custom Stainless Steel Tumblers | FY PromoGifts,,"Validate unique search intent, visual proof and one primary conversion path before retaining as indexable."
/quality-first-corporate-gift-kits/,legacy-duplicate,redirect-existing,/corporate-gift-kits/,false,897,1,Corporate Gift Kit Quality Guide | FY PromoGifts,,Already consolidated with a 301 redirect; exclude from sitemap and internal navigation.
/trade-show-giveaway-kits/,scenario-conversion,protect-upgrade,,true,1681,4,Custom Trade Show Giveaway Kits & Event Swag | FY PromoGifts,60 impressions; commercial page remains the primary trade-show kit landing page.,Commercial event-kit landing page with existing impressions.
/trade-show-giveaways/,legacy-duplicate,redirect-existing,/trade-show-giveaway-kits/,false,526,10,Trade Show Giveaways | FY PromoGifts,,Already consolidated with a 301 redirect; exclude from sitemap and internal navigation.
